,Mean hemoglobin level of women of reproductive age (aged 15-49 years),"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",Mean BMI (kg/m²) (age-standardized estimate),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Maternal Disorders,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Mean hemoglobin level of pregnant women (aged 15-49 years)
2657,131.0,36.6,25.8,0.9,1.10292,4.467189886282098e-07,12.0,120.0
2658,131.0,37.3,25.9,0.8,1.07721,3.344367516559636e-07,11.9,120.0
2659,131.0,38.1,26.0,0.8,1.05136,2.2255853289415122e-07,11.8,120.0
2660,131.0,38.9,26.1,0.8,1.02489,5.554460709633457e-07,11.7,120.0
2661,131.0,39.8,26.2,0.7,0.99829,4.436263973676984e-07,11.6,120.0
2662,131.0,40.8,26.2,0.7,0.97203,2.2145725963471962e-07,11.5,120.0
2663,131.0,41.8,26.3,0.7,0.94567,5.527678245789097e-07,11.5,120.0
2664,131.0,42.9,26.4,0.7,0.92038,5.518976393240755e-07,11.4,120.0
2665,131.0,44.0,26.4,0.6,0.896,3.306129398598532e-07,11.4,120.0
2666,131.0,45.0,26.5,0.6,0.87229,2.2005279506659242e-07,11.4,120.0
2667,131.0,46.1,26.5,0.6,0.84987,4.39377542622917e-07,11.5,120.0
2668,131.0,47.2,26.6,0.6,0.82807,5.482803023831662e-07,11.6,120.0
2669,131.0,48.2,26.6,0.5,0.80695,4.378386750563854e-07,11.8,120.0
2670,131.0,49.2,26.7,0.5,0.78651,3.277633234152152e-07,12.0,120.0
2671,131.0,50.2,26.7,0.5,0.7666,3.271251521949771e-07,12.3,120.0
2672,131.0,51.2,26.24705882352941,0.6941176470588236,0.74681,4.352953108683227e-07,12.7,120.0
2673,131.0,52.2,26.24705882352941,0.6941176470588236,0.72752,3.264714831512421e-07,13.0,119.0
2674,130.0,53.1,26.24705882352941,0.6941176470588236,0.70873,3.251489371802499e-07,13.4,119.0
2675,132.0,53.2,25.7,1.1,1.3155,6.880494074518504e-07,9.5,121.0
2676,132.0,54.2,25.8,1.1,1.26294,4.103272811427122e-07,9.4,121.0
2677,132.0,55.3,25.8,1.0,1.21308,5.433485511678801e-07,9.4,121.0
2678,132.0,56.4,25.9,1.0,1.16583,6.749169413466132e-07,9.3,121.0
2679,132.0,57.5,26.0,1.0,1.12157,6.710628440958616e-07,9.3,121.0
2680,132.0,58.7,26.1,1.0,1.0791,5.340903173431143e-07,9.3,121.0
2681,132.0,59.8,26.1,0.9,1.03837,7.974551610899298e-07,9.3,121.0
2682,132.0,60.9,26.2,0.9,0.99912,2.6473722646191536e-07,9.3,121.0
2683,132.0,62.1,26.3,0.9,0.96186,6.594983591680824e-07,9.3,121.0
2684,132.0,63.2,26.3,0.9,0.92608,5.260066221603697e-07,9.3,121.0
2685,132.0,64.4,26.4,0.8,0.89241,5.246976495381742e-07,9.3,121.0
2686,132.0,65.5,26.4,0.8,0.86079,5.235628820618325e-07,9.4,121.0
2687,132.0,66.5,26.5,0.8,0.83128,7.837371408328618e-07,9.5,121.0
2688,132.0,67.5,26.5,0.8,0.80339,3.911099151839038e-07,9.6,121.0
2689,132.0,68.5,26.6,0.8,0.7775,6.506573721562368e-07,9.8,121.0
2690,132.0,69.4,26.6,0.7,0.75349,6.495352185789937e-07,10.0,121.0
2691,132.0,70.3,26.7,0.7,0.73092,5.187896533629112e-07,10.3,121.0
2692,132.0,71.1,26.22941176470588,0.8941176470588236,0.70957,5.180139345748401e-07,10.5,121.0
2693,131.0,71.9,26.22941176470588,0.8941176470588236,0.68818,5.180139345748401e-07,10.9,120.0
2694,131.0,72.7,26.22941176470588,0.8941176470588236,0.66671,5.166560213998924e-07,11.2,120.0
2695,123.0,31.5,26.0,4.3,6.08401,1.4935120561332256e-05,36.8,114.0
2696,123.0,32.3,26.1,4.1,5.59432,1.2437022766266294e-05,36.1,114.0
2697,123.0,33.1,26.2,4.0,5.12422,1.1503011187747756e-05,35.6,114.0
2698,123.0,33.9,26.2,3.9,4.71824,1.0104230500189892e-05,35.2,114.0
2699,123.0,34.8,26.3,3.7,4.42202,9.097515440964844e-06,34.8,114.0
2700,123.0,35.8,26.4,3.6,4.24617,8.134605635934917e-06,34.3,114.0
2701,124.0,36.7,26.5,3.5,4.15874,7.193616126286364e-06,33.7,115.0
2702,124.0,37.7,26.6,3.4,4.13225,6.101215157058457e-06,33.3,115.0
2703,124.0,38.7,26.6,3.3,4.1391,5.439661585522547e-06,32.9,115.0
2704,124.0,39.6,26.7,3.2,4.15579,4.778757760082282e-06,32.4,115.0
2705,124.0,40.6,26.8,3.0,4.16337,4.099448106167597e-06,32.0,115.0
2706,124.0,41.5,26.9,2.9,6.78176,3.819209290448647e-06,31.8,115.0
2707,124.0,42.4,27.0,2.8,27.45521,3.50631976411256e-06,31.6,115.0
2708,122.0,28.9,24.2,4.3,4.77426,1.396536621283507e-05,39.1,112.0
2709,122.0,29.6,24.3,4.2,4.22729,1.2620080061787913e-05,38.4,112.0
2710,122.0,30.4,24.4,4.1,3.78819,1.0849330542058902e-05,37.5,113.0
2711,123.0,31.1,24.4,4.0,3.43843,9.287669263965912e-06,36.5,113.0
2712,123.0,31.8,24.5,3.9,3.15459,8.671687374307256e-06,35.1,113.0
2713,123.0,32.5,24.6,3.8,2.92064,8.364159663884043e-06,34.1,113.0
2714,124.0,33.1,24.7,3.7,2.72246,8.064444125066856e-06,33.7,113.0
2715,124.0,33.8,24.8,3.7,2.54987,8.054717817798892e-06,32.9,114.0
2716,124.0,34.5,24.9,3.6,2.39835,7.903621300619922e-06,32.2,114.0
2717,124.0,35.1,25.0,3.5,2.25983,7.892074520233307e-06,31.5,114.0
2718,125.0,35.7,25.1,3.4,2.13305,7.74625511970702e-06,30.7,114.0
2719,125.0,36.3,25.3,3.3,2.01711,7.604363331235578e-06,30.4,114.0
2720,124.0,36.9,25.4,3.2,1.91283,7.208705541756748e-06,30.5,114.0
2721,124.0,37.4,25.5,3.1,1.82536,6.826766131806396e-06,30.8,114.0
2722,124.0,37.9,25.6,3.1,1.74879,6.458414270512172e-06,31.2,114.0
2723,124.0,38.3,25.7,3.0,1.67873,6.225617855950922e-06,31.6,114.0
2724,124.0,38.7,25.8,2.9,1.61724,6.001719372565853e-06,32.5,113.0
2725,123.0,39.1,24.95294117647059,3.576470588235294,1.55894,6.258446688956971e-06,33.4,113.0
2726,123.0,39.5,24.95294117647059,3.576470588235294,1.50763,6.376530588748611e-06,34.2,113.0
2727,123.0,39.9,24.95294117647059,3.576470588235294,1.46139,6.292853618041863e-06,35.0,113.0
2728,119.0,15.4,21.7,15.5,19.50543,0.0001044431498226,45.6,107.0
2729,119.0,15.8,21.8,15.3,18.65018,0.0001005576145373,45.4,107.0
2730,119.0,16.1,21.8,15.1,17.81069,9.982165499103751e-05,45.1,107.0
2731,119.0,16.4,21.9,15.0,17.01011,0.0001027382577271,44.8,107.0
2732,119.0,16.8,21.9,14.8,16.26144,0.0001062450229748,44.5,107.0
2733,119.0,17.1,22.0,14.6,15.56256,0.0001092649705453,44.0,107.0
2734,119.0,17.4,22.0,14.4,14.94499,0.0001130714424835,43.5,108.0
2735,120.0,17.8,22.0,14.2,14.39803,0.0001171535079629,42.7,108.0
2736,120.0,18.2,22.1,14.0,13.93301,0.0001207067537094,41.9,108.0
2737,120.0,18.7,22.1,13.8,13.55348,0.0001234148885031,41.0,108.0
2738,121.0,19.2,22.1,13.6,13.26278,0.0001254866696253,40.3,108.0
2739,121.0,19.7,22.2,13.4,13.04192,0.0001270041935479,39.6,109.0
2740,121.0,20.3,22.2,13.1,12.90054,0.0001283662718847,39.1,109.0
2741,121.0,20.9,22.2,12.9,12.79125,0.0001275890660309,38.8,109.0
2742,121.0,21.6,22.2,12.7,12.63891,0.0001243300043268,38.6,109.0
2743,121.0,22.3,22.3,12.5,12.45147,0.0001189648999992,38.6,109.0
2744,122.0,23.1,22.3,12.3,12.2365,0.0001177074342089,38.4,109.0
2745,122.0,23.9,22.04705882352941,13.952941176470588,11.96321,0.000116045520689,38.1,109.0
2746,122.0,24.7,22.04705882352941,13.952941176470588,11.69007,0.0001155426148571,37.9,109.0
2747,122.0,25.5,22.04705882352941,13.952941176470588,11.45547,0.0001117867039846,37.9,110.0
2748,128.0,31.0,22.3,14.8,5.89988,1.4813194152416492e-05,20.6,116.0
2749,128.0,31.8,22.3,14.5,6.03953,1.336965433448041e-05,20.7,116.0
2750,128.0,32.6,22.4,14.2,6.1209,1.320458722905778e-05,20.7,116.0
2751,128.0,33.4,22.5,13.8,6.10731,1.2191270292464152e-05,20.8,116.0
2752,128.0,34.2,22.6,13.5,7.71462,9.97116014385562e-06,20.9,116.0
2753,128.0,35.1,22.7,13.1,5.86551,8.141943181379454e-06,21.0,116.0
2754,128.0,36.0,22.8,12.8,5.68858,8.024430386040967e-06,21.2,116.0
2755,128.0,37.0,22.9,12.4,5.50847,7.971138519404177e-06,21.3,116.0
2756,128.0,37.9,23.0,12.0,5.33984,7.52315192780997e-06,21.4,116.0
2757,128.0,38.9,23.1,11.6,5.17787,6.960882811005268e-06,21.5,116.0
2758,128.0,39.8,23.2,11.3,5.01711,6.60272415735974e-06,21.5,116.0
2759,128.0,40.7,23.3,10.9,4.86017,6.130081957846859e-06,21.7,116.0
2760,128.0,41.6,23.5,10.5,4.71255,5.932233503203883e-06,21.9,116.0
2761,128.0,42.5,23.6,10.1,4.57825,5.396740487355319e-06,22.0,116.0
2762,128.0,43.3,23.7,9.8,4.46625,5.192459086077636e-06,22.2,116.0
2763,128.0,44.1,23.8,9.4,4.3826,4.727039594270852e-06,22.5,116.0
2764,128.0,44.9,23.9,9.1,4.32297,4.617639570201799e-06,22.8,116.0
2765,128.0,45.7,23.03529411764706,11.988235294117649,4.27679,4.3209704113913e-06,23.1,116.0
2766,128.0,46.4,23.03529411764706,11.988235294117649,4.2341,4.190031914076413e-06,23.4,116.0
2767,128.0,47.1,23.03529411764706,11.988235294117649,4.18684,4.069416745794214e-06,23.8,116.0
2768,117.0,15.3,21.6,13.8,25.30118,0.0001223999035224,48.9,107.0
2769,118.0,15.7,21.7,13.6,24.52301,0.0001267877609885,48.8,107.0
2770,118.0,16.0,21.7,13.4,23.75334,0.0001299751247315,48.7,107.0
2771,118.0,16.4,21.8,13.2,22.99895,0.0001290331143211,48.6,106.0
2772,118.0,16.9,21.9,13.0,22.23586,0.0001254883738607,48.6,106.0
2773,118.0,17.3,22.0,12.8,21.48627,0.0001259949224046,48.6,107.0
2774,118.0,17.9,22.1,12.6,20.75429,0.000121389804143,48.4,107.0
2775,118.0,18.4,22.1,12.4,20.00161,0.0001196548974021,48.2,107.0
2776,118.0,19.1,22.2,12.2,19.27304,0.0001136592357855,47.9,107.0
2777,118.0,19.8,22.2,12.0,18.56758,0.0001085088418312,47.5,107.0
2778,118.0,20.6,22.3,11.8,17.88421,0.0001024708531146,47.2,107.0
2779,119.0,21.4,22.3,11.7,17.19227,9.406388931589268e-05,46.9,107.0
2780,119.0,22.3,22.4,11.5,16.54768,8.130958423076751e-05,46.6,107.0
2781,119.0,23.3,22.4,11.3,15.92536,7.93935118447991e-05,46.4,107.0
2782,119.0,24.3,22.4,11.1,15.32122,7.726446783961747e-05,46.1,107.0
2783,119.0,25.4,22.5,10.9,14.75315,7.42818297640539e-05,45.9,107.0
2784,119.0,26.5,22.5,10.7,14.23858,7.283802872190402e-05,45.6,107.0
2785,119.0,27.6,22.123529411764707,12.235294117647058,13.73607,7.106040071286388e-05,45.3,108.0
2786,119.0,28.8,22.123529411764707,12.235294117647058,13.27751,6.967936819017572e-05,45.1,108.0
2787,120.0,30.0,22.123529411764707,12.235294117647058,12.83764,6.566596189967934e-05,44.9,108.0
2788,127.0,41.4,25.2,6.2,3.53649,9.586387329991412e-06,25.5,118.0
2789,127.0,42.1,25.3,6.0,3.49724,8.00606539514336e-06,24.6,118.0
2790,128.0,42.7,25.4,5.9,3.45605,6.421349703494177e-06,23.8,119.0
2791,128.0,43.3,25.4,5.7,3.41231,8.048769101741271e-06,23.2,119.0
2792,128.0,44.0,25.5,5.6,3.36492,9.682666735521183e-06,22.4,119.0
2793,129.0,44.6,25.6,5.4,3.31483,8.08610080133259e-06,21.8,119.0
2794,129.0,45.2,25.7,5.3,3.26123,1.0530075921847396e-05,21.2,120.0
2795,129.0,45.8,25.8,5.1,3.20329,8.111543456377337e-06,20.5,120.0
2796,129.0,46.4,25.9,5.0,3.13789,9.7456150823139e-06,20.0,120.0
2797,129.0,47.0,26.0,4.9,3.07154,8.130391974327474e-06,19.3,120.0
2798,130.0,47.6,26.1,4.8,2.99885,1.0580365608602977e-05,18.7,120.0
2799,130.0,48.2,26.1,4.7,2.92748,7.331945694722221e-06,18.2,121.0
2800,130.0,48.8,26.2,4.6,2.85688,6.523247631449555e-06,17.8,121.0
2801,130.0,49.4,26.3,4.5,2.78416,6.529412964965619e-06,17.5,121.0
2802,130.0,49.9,26.4,4.4,2.71261,6.536396288634187e-06,17.4,121.0
2803,130.0,50.4,26.5,4.3,2.63881,6.544700714926745e-06,17.3,121.0
2804,130.0,50.9,26.6,4.2,2.56648,6.554803482894831e-06,17.3,121.0
2805,130.0,51.4,25.88235294117647,5.094117647058823,2.49609,6.567023037116814e-06,17.3,121.0
2806,130.0,51.8,25.88235294117647,5.094117647058823,2.42347,5.746145157477213e-06,17.5,121.0
2807,130.0,52.3,25.88235294117647,5.094117647058823,2.35132,5.7736672932470364e-06,17.7,121.0
2808,125.0,22.1,24.0,5.2,4.44347,1.293649359601497e-05,31.4,115.0
2809,125.0,22.7,24.1,5.0,4.32985,1.2279425614257454e-05,31.1,115.0
2810,125.0,23.4,24.2,4.8,4.21937,1.1637222263015436e-05,30.9,115.0
2811,125.0,24.1,24.3,4.7,4.11257,1.1313085356617495e-05,30.9,115.0
2812,125.0,24.8,24.4,4.5,4.00596,1.0692294819653767e-05,30.9,115.0
2813,125.0,25.6,24.5,4.4,3.90283,1.0286724981411489e-05,30.9,115.0
2814,125.0,26.4,24.6,4.3,3.80532,9.790374242494515e-06,30.8,115.0
2815,125.0,27.3,24.7,4.1,3.71226,9.302000409875511e-06,30.7,116.0
2816,125.0,28.1,24.7,4.0,3.62862,8.821388785164867e-06,30.5,116.0
2817,125.0,29.0,24.8,3.9,3.55043,8.540815164188535e-06,30.4,116.0
2818,125.0,29.9,24.9,3.7,3.48112,8.266001054057652e-06,30.2,116.0
2819,125.0,30.7,25.0,3.6,3.4202,7.808688266439217e-06,30.3,116.0
2820,125.0,31.6,25.1,3.5,3.36899,7.453717075534106e-06,30.3,116.0
2821,125.0,32.4,25.2,3.4,3.32788,7.106026436448637e-06,30.5,116.0
2822,125.0,33.1,25.3,3.3,3.29776,6.765701295567798e-06,30.6,116.0
2823,125.0,33.9,25.4,3.2,3.2783,6.3421738706966654e-06,30.8,116.0
2824,125.0,34.6,25.5,3.1,3.26947,5.927475718005911e-06,31.1,116.0
2825,125.0,35.2,24.74705882352941,4.041176470588235,3.26716,5.610307006685705e-06,31.4,116.0
2826,125.0,35.8,24.74705882352941,4.041176470588235,3.25915,5.254097038007247e-06,31.8,116.0
2827,124.0,36.4,24.74705882352941,4.041176470588235,3.23706,4.820527805724666e-06,32.1,116.0
2828,123.0,39.2,25.7,2.2,7.60218,1.4867228078546968e-05,35.6,115.0
2829,123.0,40.3,25.8,2.1,7.37731,1.2469866195558143e-05,35.0,115.0
2830,123.0,41.4,25.9,2.1,7.12296,1.1154443124142188e-05,34.5,115.0
2831,124.0,42.6,26.0,2.0,6.84377,8.674867005217054e-06,34.1,115.0
2832,124.0,43.8,26.1,1.9,6.53775,6.981919509527416e-06,33.7,115.0
2833,124.0,45.0,26.2,1.8,6.19624,5.903089597286549e-06,33.3,115.0
2834,124.0,46.1,26.3,1.7,5.82328,4.923627618149159e-06,32.8,115.0
2835,124.0,47.2,26.3,1.7,5.42046,4.17291712586588e-06,32.3,115.0
2836,124.0,48.2,26.4,1.6,4.99409,3.641456878289845e-06,31.7,116.0
2837,125.0,49.1,26.5,1.5,4.55078,3.502352435085395e-06,31.2,116.0
2838,125.0,49.9,26.6,1.5,4.10921,3.3031669788180884e-06,30.7,116.0
2839,125.0,50.6,26.7,1.4,3.6838,3.122399903982396e-06,30.3,116.0
2840,125.0,51.2,26.7,1.3,3.29556,3.197513653508693e-06,29.9,116.0
2841,125.0,51.7,26.8,1.3,2.96131,3.569017006465176e-06,29.7,116.0
2842,125.0,52.1,26.9,1.2,2.68619,3.85937694806646e-06,29.5,116.0
2843,125.0,52.4,27.0,1.2,2.46403,3.938293317688089e-06,29.4,116.0
2844,125.0,52.7,27.1,1.1,2.28793,3.944510023755302e-06,29.4,116.0
2845,125.0,52.8,26.41176470588235,1.623529411764706,2.14696,3.773441974287624e-06,29.5,116.0
2846,125.0,52.9,26.41176470588235,1.623529411764706,2.02918,3.547984749408804e-06,29.6,116.0
2847,125.0,53.1,26.41176470588235,1.623529411764706,1.92705,3.3042934033831123e-06,29.8,116.0
2848,124.0,39.8,24.8,3.2,6.11472,1.231334732646446e-05,32.7,115.0
2849,124.0,40.7,24.9,3.1,5.97632,1.1924625566757203e-05,31.9,116.0
2850,125.0,41.6,25.0,3.0,5.86136,1.243721151499228e-05,31.2,116.0
2851,125.0,42.5,25.1,2.9,5.75588,1.20716485262712e-05,30.5,116.0
2852,125.0,43.4,25.1,2.8,5.64485,1.2802510854467785e-05,29.6,116.0
2853,126.0,44.3,25.2,2.7,5.51328,1.3721670913595282e-05,28.6,116.0
2854,126.0,45.1,25.3,2.7,5.35288,1.3984490775957016e-05,27.9,117.0
2855,126.0,45.9,25.5,2.6,5.15863,1.3614755210890464e-05,27.2,117.0
2856,126.0,46.8,25.6,2.5,4.94587,1.366648637948271e-05,26.5,117.0
2857,127.0,47.6,25.7,2.4,4.73537,1.2487494593017198e-05,25.9,117.0
2858,127.0,48.3,25.8,2.3,4.54019,1.1941105657331555e-05,25.4,117.0
2859,127.0,49.1,25.9,2.2,4.37284,1.2606295584014656e-05,25.2,117.0
2860,127.0,49.7,26.0,2.2,4.24183,1.2858993421734627e-05,25.1,117.0
2861,127.0,50.3,26.1,2.1,4.14365,1.290817204637554e-05,25.2,117.0
2862,127.0,50.9,26.3,2.0,4.06682,1.2761161520921636e-05,25.2,117.0
2863,127.0,51.3,26.4,2.0,4.0043,1.223376741543695e-05,25.3,117.0
2864,127.0,51.8,26.5,1.9,3.93907,1.1717309698133754e-05,25.5,117.0
2865,127.0,52.1,25.6,2.5058823529411764,3.86919,1.1212276994818249e-05,25.8,117.0
2866,127.0,52.5,25.6,2.5058823529411764,3.79057,1.0464791861830364e-05,26.1,117.0
2867,126.0,52.8,25.6,2.5058823529411764,3.69893,1.0054416329249594e-05,26.5,117.0
2868,122.0,15.3,20.5,15.0,22.99813,7.88117393759229e-05,38.2,111.0
2869,122.0,15.7,20.6,14.9,22.41669,8.120695980502553e-05,37.5,111.0
2870,123.0,16.0,20.6,14.7,21.84533,8.139121257594354e-05,36.9,111.0
2871,123.0,16.4,20.7,14.6,21.27339,8.061709077765555e-05,36.2,112.0
2872,123.0,16.8,20.8,14.4,20.69548,8.221443610590717e-05,35.6,112.0
2873,123.0,17.1,20.8,14.2,20.14078,8.042727165374854e-05,34.9,112.0
2874,124.0,17.5,20.9,14.1,19.59087,7.823599839268677e-05,34.1,112.0
2875,124.0,17.9,21.0,13.9,19.06535,7.514222996628513e-05,33.2,113.0
2876,124.0,18.3,21.0,13.7,18.54457,6.917884267430485e-05,32.4,113.0
2877,125.0,18.7,21.1,13.6,18.04412,6.676025665843198e-05,31.6,113.0
2878,125.0,19.2,21.2,13.4,17.5667,6.452350425085637e-05,30.9,114.0
2879,125.0,19.7,21.2,13.2,17.11694,6.269456985284515e-05,30.4,114.0
2880,125.0,20.2,21.3,13.0,16.67525,6.113189849640618e-05,30.2,114.0
2881,125.0,20.8,21.4,12.9,16.2544,6.153619075702747e-05,30.2,114.0
2882,125.0,21.4,21.4,12.7,15.83179,5.986434070911141e-05,30.3,114.0
2883,125.0,22.0,21.5,12.5,15.42289,5.59320971321706e-05,30.6,114.0
2884,125.0,22.7,21.6,12.3,15.02537,5.302736743641306e-05,30.9,114.0
2885,125.0,23.4,21.03529411764706,13.711764705882352,14.61443,4.97269192492648e-05,31.2,114.0
2886,125.0,24.1,21.03529411764706,13.711764705882352,14.23859,4.97269192492648e-05,31.6,114.0
2887,125.0,24.8,21.03529411764706,13.711764705882352,13.86623,4.606670685032999e-05,32.1,114.0
2888,134.0,33.7,25.6,1.3,3.77086,2.3875005652458605e-06,13.3,119.0
2889,134.0,34.3,25.7,1.3,3.68898,2.3089011189182206e-06,13.2,119.0
2890,134.0,35.0,25.8,1.2,3.61296,2.330574515750314e-06,13.2,119.0
2891,134.0,35.7,25.9,1.2,3.5382,2.139841584590455e-06,13.2,119.0
2892,133.0,36.4,26.0,1.2,3.4595,1.9870886589071e-06,13.2,119.0
2893,133.0,37.2,26.1,1.1,3.36771,1.9165483730420863e-06,13.2,119.0
2894,133.0,38.0,26.1,1.1,3.2567,1.866138416505621e-06,13.2,120.0
2895,133.0,38.9,26.2,1.1,3.12584,2.2678252359445377e-06,13.3,120.0
2896,133.0,39.9,26.3,1.0,2.98007,2.217666680697394e-06,13.4,120.0
2897,133.0,40.9,26.4,1.0,2.82577,2.5601528704477742e-06,13.5,120.0
2898,133.0,42.1,26.5,1.0,2.67014,2.3339999765719246e-06,13.6,120.0
2899,132.0,43.3,26.5,0.9,2.52173,1.9497190499160866e-06,13.8,120.0
2900,132.0,44.5,26.6,0.9,2.38347,1.716678337106756e-06,14.1,120.0
2901,132.0,45.8,26.7,0.9,2.25622,1.525580256694134e-06,14.5,120.0
2902,132.0,47.1,26.8,0.9,2.7471,1.9191079299978063e-06,14.9,120.0
2903,132.0,48.5,26.8,0.8,2.03581,2.226842136979513e-06,15.3,120.0
2904,131.0,49.9,26.9,0.8,1.94255,1.8754043554756684e-06,15.8,119.0
2905,131.0,51.3,26.288235294117644,1.0411764705882351,1.85863,2.117993998157529e-06,16.4,119.0
2906,131.0,52.7,26.288235294117644,1.0411764705882351,1.78205,1.933820607013397e-06,16.9,119.0
2907,131.0,54.0,26.288235294117644,1.0411764705882351,1.71151,1.8900394640240088e-06,17.5,119.0
2908,127.0,27.1,26.7,3.0,2.51193,2.795641408667793e-06,24.3,119.0
2909,127.0,27.8,26.8,2.9,2.46481,2.65696225962241e-06,24.0,119.0
2910,127.0,28.5,26.9,2.8,2.41901,2.529441291386578e-06,23.9,119.0
2911,127.0,29.3,27.0,2.7,2.37356,2.411769434842029e-06,23.9,119.0
2912,127.0,30.1,27.1,2.6,2.32612,2.0471096219525893e-06,23.6,119.0
2913,128.0,30.9,27.1,2.5,2.27823,1.957616621339685e-06,23.3,119.0
2914,127.0,31.7,27.2,2.4,2.23245,1.6409144675677945e-06,23.5,119.0
2915,127.0,32.6,27.3,2.3,2.18971,1.800175562121696e-06,23.9,119.0
2916,127.0,33.5,27.4,2.2,2.14914,1.7310775373431292e-06,23.9,119.0
2917,127.0,34.3,27.4,2.1,2.11,1.6671907897712009e-06,23.8,119.0
2918,127.0,35.1,27.5,2.0,2.0736,1.6078485519213488e-06,23.8,119.0
2919,127.0,35.9,27.6,2.0,2.04159,1.5538011414223184e-06,23.8,119.0
2920,127.0,36.7,27.7,1.9,2.01514,1.5053674818419752e-06,24.0,119.0
2921,127.0,37.3,27.8,1.8,1.99415,1.644144325181057e-06,23.9,119.0
2922,127.0,38.0,27.9,1.8,1.97753,2.1318912273564284e-06,23.8,119.0
2923,127.0,38.6,28.0,1.7,1.96486,2.076210776918073e-06,23.7,119.0
2924,127.0,39.2,28.0,1.6,1.95322,2.02446839990404e-06,23.6,119.0
2925,127.0,39.6,27.376470588235293,2.252941176470588,1.94081,1.9761299964182644e-06,23.7,119.0
2926,127.0,40.1,27.376470588235293,2.252941176470588,1.92539,1.9761299964182644e-06,24.0,118.0
2927,127.0,40.5,27.376470588235293,2.252941176470588,1.90489,1.8879501581158256e-06,24.3,118.0
2928,132.0,43.5,26.4,1.0,1.31006,1.0483603914023085e-06,9.2,121.0
2929,132.0,45.1,26.5,1.0,1.27641,1.044215309921083e-06,9.0,121.0
2930,132.0,46.6,26.6,1.0,1.24348,9.395733531628052e-07,8.9,121.0
2931,132.0,48.1,26.7,0.9,1.21069,1.0196641393483042e-06,8.8,121.0
2932,132.0,49.5,26.8,0.9,1.17781,9.812571240930357e-07,8.8,121.0
2933,132.0,50.8,26.9,0.9,1.14425,1.008475359177592e-06,8.8,121.0
2934,132.0,52.0,26.9,0.9,1.11003,9.86082951138538e-07,8.8,121.0
2935,132.0,53.1,27.0,0.8,1.07512,1.0449105834094976e-06,8.8,121.0
2936,132.0,54.1,27.1,0.8,1.03983,9.89575391044505e-07,8.9,121.0
2937,132.0,55.0,27.1,0.8,1.00524,1.1290896595259166e-06,8.9,121.0
2938,132.0,55.9,27.1,0.8,0.97209,8.500612557348661e-07,9.0,121.0
2939,132.0,56.6,27.2,0.7,0.94142,8.772159271789565e-07,9.1,121.0
2940,132.0,57.2,27.2,0.7,0.91333,8.565017044383919e-07,9.2,121.0
2941,132.0,57.7,27.2,0.7,0.88761,8.360204819339444e-07,9.3,121.0
2942,132.0,58.2,27.3,0.7,0.86398,6.902721328856689e-07,9.5,121.0
2943,132.0,58.5,27.3,0.7,0.84232,5.617256611760688e-07,9.7,120.0
2944,132.0,58.8,27.3,0.6,0.82228,6.518659165200641e-07,9.9,120.0
2945,132.0,59.1,26.97647058823529,0.8176470588235294,0.80372,5.249388245557489e-07,10.2,120.0
2946,132.0,59.3,26.97647058823529,0.8176470588235294,0.78577,6.175750877126457e-07,10.5,120.0
2947,132.0,59.5,26.97647058823529,0.8176470588235294,0.76775,6.11279525412357e-07,10.9,120.0
2948,135.0,73.0,27.6,0.9,1.8381,2.186609833617491e-06,7.8,124.0
2949,135.0,73.5,27.7,0.9,1.77725,2.2590025883399096e-06,7.7,124.0
2950,135.0,74.1,27.9,0.9,1.72945,2.202888811404032e-06,7.7,124.0
2951,134.0,74.7,28.0,0.8,1.68724,2.731408210190108e-06,7.8,124.0
2952,134.0,75.3,28.1,0.8,1.64338,3.142854210111536e-06,7.9,124.0
2953,134.0,75.9,28.2,0.8,1.59466,3.404866501642559e-06,8.1,124.0
2954,134.0,76.4,28.3,0.8,1.54019,3.489697502035679e-06,8.4,124.0
2955,134.0,76.8,28.4,0.8,1.4813,3.521454798261359e-06,8.6,124.0
2956,133.0,77.3,28.4,0.7,1.42342,3.623821111526272e-06,8.9,124.0
2957,133.0,77.7,28.5,0.7,1.37186,3.517840139963133e-06,9.2,123.0
2958,133.0,78.0,28.6,0.7,1.32953,3.214588739205469e-06,9.4,123.0
2959,133.0,78.3,28.6,0.7,1.30055,3.3756524846911265e-06,9.8,123.0
2960,133.0,78.5,28.7,0.7,1.28537,3.473024806038256e-06,10.0,123.0
2961,132.0,78.6,28.7,0.7,1.28277,3.7010303163140494e-06,10.3,123.0
2962,132.0,78.7,28.8,0.6,1.29078,3.7181836154746144e-06,10.5,123.0
2963,132.0,78.7,28.8,0.6,1.30726,3.7224220638974096e-06,10.7,123.0
2964,132.0,78.7,28.8,0.6,1.32902,3.849405169743764e-06,11.0,123.0
2965,132.0,78.6,28.358823529411765,0.7470588235294118,1.35081,3.355366479892523e-06,11.2,122.0
2966,132.0,78.6,28.358823529411765,0.7470588235294118,1.36728,3.1938456593345725e-06,11.5,122.0
2967,132.0,78.4,28.358823529411765,0.7470588235294118,1.37272,2.964704989453556e-06,11.8,122.0
