,IndCode,IndName
974,RADON_Q702,Mandatory mitigation measures if legal value is exceeded (existing buildings)
975,RADON_Q703,Financial support provided for mitigation (existing dwellings)
976,RADON_Q704,Authorization/accreditation required for prevention/mitigation service providers
977,RADON_Q705,Official standards/guidelines for prevention/mitigation
978,RADON_Q706,Existence of training/education on prevention/mitigation
979,RADON_Q801,Existence of national radon risk communication strategy
980,RADON_Q802,Inclusion of radon measurements in property transactions
981,RADON_Q803,Inclusion of radon in national cancer control strategy
982,RateCS,Congenital syphilis rate per 100 000 live births
983,Rev_curr,Annual tax revenues - currency
984,Rev_excise,Annual tax revenues - total excise (specific and ad valorem)
985,Rev_govt_total,Annual tax revenues - total revenues
986,Rev_imp_other,Annual tax revenues - import duties and all other taxes (excluding corporate taxes on tobacco companies)
987,Rev_type,Annual tax revenues - tobacco products included
988,Rev_VAT,Annual tax revenues - value added tax (vat) and other sales taxes
989,Rev_year,Annual tax revenues - year
990,RHR_IPV,Intimate partner violence prevalence among ever partnered women (%)
991,RHR_NPSV,Non-partner sexual violence prevalence (%)
992,ROTAC,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%)
993,RS_1845,Population
994,RS_193,Income level
995,RS_194,Number of registered vehicles
996,RS_196,Estimated number of road traffic deaths
997,RS_198,Estimated road traffic death rate (per 100 000 population)
998,RS_204,Existence of a national drink-driving law
999,RS_205,Definition of drink-driving by BAC
1000,RS_207,Blood Alcohol Concentration (BAC) limit for drivers
1001,RS_208,Attribution of road traffic deaths to alcohol (%)
1002,RS_209,Existence of a national seat-belt law
1003,RS_210,Applicability of seat-belt law to all occupants
1004,RS_212,Seat-belt wearing rate (%)
1005,RS_213,Existence of a national child-restraint law
1006,RS_214,Existence of national speed limits
1007,RS_217,Maximum speed limits
1008,RS_219,Applicability of national motorcycle helmet law to all occupants
1009,RS_223_BIS,Law requires helmet to be fastened
1010,RS_225,Existence of a road safety lead agency
1011,RS_228,Existence of a national road safety strategy
1012,RS_229,Availability of funding for national road safety strategy
1013,RS_237,Existence of a formal pre-hospital care system
1014,RS_238,Existence of a universal access telephone number for pre-hospital care
1015,RS_242,Vehicle standards
1016,RS_246,Distribution of road traffic deaths by type of road user (%)
1017,RS_576,Gross national income per capita (Atlas method)
1018,RSUD_1,"Point prevalence (%), alcohol use disorders, 15+ years"
1019,RSUD_10,National survey on substance use among children and adolescents
1020,RSUD_100,Government unit/official responsible for prevention for substance use
1021,RSUD_11,Data on substance use disorders disseminated in national annual reports
1022,RSUD_110,Ministry/office that takes primary responsibility for prevention for substance use
1023,RSUD_12,Substance use policy at the national level
1024,RSUD_120,Five years change in international cooperation for prevention for substance use
1025,RSUD_13,"Substance use policy at the national level, level of integration"
1026,RSUD_130,Government unit/official responsible for treatment of substance use disorders
1027,RSUD_14,Policy documents on the pharmacological treatment of substance use disorders
1028,RSUD_140,Ministry/office that takes primary responsibility for treatment of substance use disorders
1029,RSUD_15,Guidelines on the pharmacological treatment of substance use disorders
1030,RSUD_150,Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for treatment of substance use disorders
1031,RSUD_16,Legislative provision for treatment and rehabilitation of substance use disorders
1032,RSUD_160,Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for treatment of substance use disorders
1033,RSUD_17,Legislative provision for compulsory treatment
1034,RSUD_170,Involvement of representatives of affected or targeted populations in the development and formulation of policies and strategies for prevention for alcohol and drugs
1035,RSUD_18,Drug courts
1036,RSUD_180,Involvement of representatives of affected or targeted populations in the development and implementation of national programmes for prevention for alcohol and drugs
1037,RSUD_19,Programmes diverting clients from the justice system towards treatment
1038,RSUD_190,Five years change in international cooperation for treatment of substance use disorders
1039,RSUD_2,"Point prevalence (%), drug use disorders, 15+ years"
1040,RSUD_20,Confidentiality of health records on substance use disorders  protected by law
1041,RSUD_200,Confidentiality of people in treatment for substance use disorders
1042,RSUD_21,Government unit for substance use disorder treatment
1043,RSUD_210,Voluntary treatment for people with alcohol use disorders in the criminal justice system
1044,RSUD_22,Budget line for substance use disorder treatment
1045,RSUD_220,Voluntary treatment for people with drug use disorders in the criminal justice system
1046,RSUD_23,Financing method for substance use disorder treatment
1047,RSUD_230,Compulsory treatment for people with alcohol use disorders in the criminal justice system
1048,RSUD_240,Compulsory treatment for people with drug use disorders in the criminal justice system
1049,RSUD_250,Five-year change in government resources for prevention for substance use
1050,RSUD_26,Governement benefits for persons with substance use disorders
1051,RSUD_260,Five-year change in government resources for treatment of substance use disorders
1052,RSUD_27,"Government benefits for alcohol use disorders, subsidy or disability pension"
1053,RSUD_270,Financing methods for treatment for alcohol use disorders
1054,RSUD_28,"Government benefits for drug use disorders, subsidy or disability pension"
1055,RSUD_280,Financing methods for treatment for drug use disorders
1056,RSUD_29,Sector for inpatient detoxification of alcohol use disorders
1057,RSUD_290,Hypothecated taxes to be spent on prevention and treatment for substance use disorders
1058,RSUD_3,"Age-standardized death rates, alcohol and drug use disorders, per 100 000"
1059,RSUD_30,Sector for inpatient treatment of alcohol dependence
1060,RSUD_300,Government benefits for people with alcohol use disorders
1061,RSUD_31,Sector for outpatient treatment of alcohol dependence
1062,RSUD_310,Government benefits for people with drug use disorders
1063,RSUD_32,Sector for the treatment of alcohol-induced psychoses and other alcohol-induced psychiatric conditions
1064,RSUD_320,Main sector for treatment for alcohol use disorders
1065,RSUD_33,Sector for residential long-term rehabilitation of alcohol use disorders
1066,RSUD_330,Main sector for treatment for drug use disorders
1067,RSUD_34,Sector for inpatient detoxification of drug use disorders
1068,RSUD_340,Treatment programmes for children and adolescents with alcohol use disorders
1069,RSUD_35,Sector for inpatient treatment of drug dependence
1070,RSUD_350,Treatment programmes for children and adolescents with drug use disorders
1071,RSUD_36,Sector for outpatient treatment of drug dependence
1072,RSUD_360,Specialized treatment facilities for substance use disorders
1073,RSUD_37,Sector for substitution maintenance therapy of opioid dependence
1074,RSUD_370,Specialized treatment facilities for alcohol use disorders
1075,RSUD_38,Sector for residential long-term rehabilitation of drug use disorders
1076,RSUD_380,Specialized treatment facilities for drug use disorders
1077,RSUD_39,Treatment system for substance use disorders
1078,RSUD_390,Self-help groups
1079,RSUD_40,"Treatment setting for substance use disorders, most common"
1080,RSUD_400,Main substance at treatment entry
1081,RSUD_41,Specialized treatment services for drug use disoders and HIV/AIDS
1082,RSUD_410,Reported treatment coverage for substance dependence
1083,RSUD_42,Specialized treatment services for substance use disorders and TB
1084,RSUD_420,Guidelines on pharmacological treatment for substance use disorders
1085,RSUD_43,Open access services for substance use disorders
1086,RSUD_430,Pharmacotherapy with methadone
1087,RSUD_44,"Treatment slots for alcohol and drug use disorders, outpatient, per 10 000"
1088,RSUD_440,Pharmacotherapy with buprenorphine
1089,RSUD_45,"Beds for the treatment of substance use disorders, per 100 000"
1090,RSUD_450,Pharmacotherapy with buprenorphine/naloxone
1091,RSUD_46,"Length of stay for inpatient detoxification, days"
1092,RSUD_460,Access restrictions to maintenance treatment
1093,RSUD_47,"Length of stay for inpatient short-term treatment, days"
1094,RSUD_470,Timeframe for maintenance treatment of opioid dependence
1095,RSUD_48,"Length of stay for inpatient long-term residential treatment, days"
1096,RSUD_480,Registration of medications for alcohol dependence and withdrawal
1097,RSUD_49,Opioid agonist pharmacotherapy for the treatment of opioid dependence (detoxification or maintenance)
1098,RSUD_490,Registration of medications for opioid dependence
1099,RSUD_5,"Age-standardized DALYs, alcohol and drug use disorders, per 100 000"
1100,RSUD_50,Timeframe of opioid agonist treatment
1101,RSUD_500,Registration of medications for opioid withdrawal
1102,RSUD_51,Methadone used for the treatment of opioid dependence
1103,RSUD_510,Registration of naloxone for injection for opioid overdose
1104,RSUD_52,Methadone used for detoxification or maintenance
1105,RSUD_520,Availability of naloxone
1106,RSUD_53,Methadone formulation used for the treatment of opiod dependence
1107,RSUD_530,Screening and brief intervention for substance use in primary health care
1108,RSUD_54,Buprenorphine used for the treatment of opioid dependence
1109,RSUD_540,Screening and brief intervention for substance use in antenatal services
1110,RSUD_55,Buprenorphine used for detoxification or maintenance
1111,RSUD_550,Recommendations for screening and brief interventions for substance use in primary health care
1112,RSUD_56,Buprenorphine/naloxone used for the treatment of opioid dependence
1113,RSUD_560,Recommendations for screening and brief interventions for substance use in antenatal services
1114,RSUD_57,Buprenorphine/naloxone used for detoxification or maintenance
1115,RSUD_570,Groups and agencies involved in prevention programs
1116,RSUD_58,Methadone provision in clinical and community-based settings
1117,RSUD_580,Prevention programmes for alcohol
1118,RSUD_59,Buprenorphine provision in clinical and community-based settings
1119,RSUD_590,Prevention programmes for specific populations for alcohol
1120,RSUD_60,Buprenorphine/naloxone provision in clinical and community-based settings
1121,RSUD_600,Prevention programmes for drugs
1122,RSUD_61,Supervision requirements for methadone administration
1123,RSUD_610,Prevention programmes for specific populations for drugs
1124,RSUD_62,Supervision requirements for buprenorphine administration
1125,RSUD_620,"HIV, Hepatitis counselling and treatment availability in specialized facilities and services"
1126,RSUD_63,Supervision requirements for buprenorphine/naloxone administration
1127,RSUD_630,Programmes readily available
1128,RSUD_64,Prescription requirements for methadone
1129,RSUD_640,Standards of treatment and care for public specialized treatment facilities
1130,RSUD_65,Prescription requirements for buprenorphine
1131,RSUD_650,Special treatment programmes for gambling disorder
1132,RSUD_66,Prescription requirements for buprenorphine/naloxone
1133,RSUD_660,Treatment programmes for women with alcohol use disorders
1134,RSUD_67,Commencement of treatment with opioid agonists
1135,RSUD_670,Treatment programmes for women with drug use disorders
1136,RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal
1137,RSUD_680,Special housing services for alcohol use disorders
1138,RSUD_69,Pharmacotherapy used for the management of benzodiazepine withdrawal
1139,RSUD_690,Special housing services for drug use disorders
1140,RSUD_7,Psychoactive substance causing entry into treatment
1141,RSUD_70,Pharmacotherapy used for the management of cannabis withdrawal
